id;name;genres;followers;popularity;specific_genre
3kZdsaTYgaaolNxpnJ4iDe;son lux;['abstract hip hop'];327282;51;{'hip', 'hop', 'abstract'}
6u8UPZWKY8jqYptL2UunVd;julia vigliarolo;[];59;0;set()
5GzH8EsRPqgNjNo3oBfRvk;sarathy korwar;['experimental jazz', 'indian jazz'];18961;29;{'indian', 'jazz', 'experimental'}
3rvT6hIhacQRDl1STJ2rTT;casimir liberski;[];3146;11;set()
3uHCTHxtg3IVAvhyrYsZvI;rolo tomassi;['chaotic hardcore', 'cybergrind', 'mathcore', 'nintendocore', 'uk metalcore', 'uk post-hardcore'];65269;36;{'chaotic', 'uk', 'mathcore', 'cybergrind', 'post-hardcore', 'metalcore', 'hardcore', 'nintendocore'}
1PvIhDSob4VErWq8ssWdmA;la psicosi di ottobre;[];36;6;set()
6yKttjzeTv9imIZbAJPSqB;villa psicosi;[];412;4;set()
5IikWY4p2vKlH5jZqwlK05;precipice;[];235;8;set()
5YkOoDfxepfrbbyuimbo8c;eabs;['polish jazz', 'polish modern jazz'];19432;26;{'jazz', 'modern', 'polish'}
5sTK6YZhFjR9eGDYtlYBCq;bipolar order;[];34;0;set()
5RFPnJvmjFkImIjgsWsdVx;noam leor;[];183;4;set()
5mTGpQS4ifoFofw6ilhyqN;rototypical;[];891;4;set()
4HpJwqRQMbJQ4MyuLHfKRP;sunset mission;['deep progressive rock'];3772;8;{'deep', 'progressive', 'rock'}
62evrwxHqQSN16y9hwSLfg;taylor j hawkins;[];1924;9;set()
4azDTEsE76hndB8paNOEe8;zaharenco;[];254;6;set()
6syYSX0eLH4srCtXhUEMXD;zeta;['math rock latinoamericano'];17798;25;{'latinoamericano', 'rock', 'math'}
6mtABo05yeYtPftYEVfGoV;clown core;['breakcore'];124800;42;{'breakcore'}
4RMQMEKlQ7AmPY3UnmciQk;sandia;[];2603;19;set()
3Md3TqrojN6GPhCGC9jGaU;areni agbabian;['experimental jazz'];5894;24;{'jazz', 'experimental'}
6MjptgkJeSDoQsPDVxQ5oo;aeham ahmad;[];504;5;set()
2uz9ERD3U5c4F2CZDS0mzb;maria chiara argirò;[];9935;35;set()
5sDMCDpqCKv0UrjRYn2dcA;tyler lee jones;[];279;5;set()
3C1TdpEowpf6AMf7PycuWy;nate smith;['contemporary jazz', 'uk contemporary jazz'];78465;42;{'uk', 'jazz', 'contemporary'}
1JsBuuKCnA43vrlM1X4cKN;monika roscher bigband;['munich indie'];20799;26;{'munich', 'indie'}
2KiM6weN3ZIpgR5QekkSoJ;spiral architect;['jazz metal', 'norwegian metal'];3784;4;{'norwegian', 'jazz', 'metal'}
0YHxyyD4PHmFZipMtvH5K5;mark hartsuch;[];370;11;set()
1nw8iwDkSSHqn8S343ODcp;chassol;[];52138;37;set()
08hpJXZImSYgSb8kEbyXAA;reflux;[];2260;4;set()
66iP8O2dQRaGjVTr42vW0V;richard henshall;['jazz metal', 'modern progressive rock', 'progressive metal'];11642;29;{'jazz', 'metal', 'modern', 'rock', 'progressive'}
42iuvQyqIVy6vK3DRwHFwR;rubi ate the fig;[];1211;11;set()
38PMvw2FdepCpankD64TZL;inanna;[];1976;14;set()
