external_urls;followers;genres;href;id;images;name;popularity;type;uri;most_genre;specific_genre
{'spotify': 'https://open.spotify.com/artist/3kZdsaTYgaaolNxpnJ4iDe'};327282;['abstract hip hop'];https://api.spotify.com/v1/artists/3kZdsaTYgaaolNxpnJ4iDe;3kZdsaTYgaaolNxpnJ4iDe;[{'url': 'https://i.scdn.co/image/ab6761610000e5ebedcb646e397cf419ee34319c', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616100005174edcb646e397cf419ee34319c', 'height': 320, 'width': 320}, {'url': 'https://i.scdn.co/image/ab6761610000f178edcb646e397cf419ee34319c', 'height': 160, 'width': 160}];son lux;51;artist;spotify:artist:3kZdsaTYgaaolNxpnJ4iDe;[(np.int64(1), 'abstract hip hop')];{'abstract', 'hop', 'hip'}
{'spotify': 'https://open.spotify.com/artist/6u8UPZWKY8jqYptL2UunVd'};59;[];https://api.spotify.com/v1/artists/6u8UPZWKY8jqYptL2UunVd;6u8UPZWKY8jqYptL2UunVd;[{'url': 'https://i.scdn.co/image/ab6761610000e5eb2edc9148e72adf954edee1ed', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab676161000051742edc9148e72adf954edee1ed', 'height': 320, 'width': 320}, {'url': 'https://i.scdn.co/image/ab6761610000f1782edc9148e72adf954edee1ed', 'height': 160, 'width': 160}];julia vigliarolo;0;artist;spotify:artist:6u8UPZWKY8jqYptL2UunVd;[];set()
{'spotify': 'https://open.spotify.com/artist/5GzH8EsRPqgNjNo3oBfRvk'};18961;['experimental jazz', 'indian jazz'];https://api.spotify.com/v1/artists/5GzH8EsRPqgNjNo3oBfRvk;5GzH8EsRPqgNjNo3oBfRvk;[{'url': 'https://i.scdn.co/image/ab6761610000e5eb49b6c0f5ee863543c10fbf63', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab6761610000517449b6c0f5ee863543c10fbf63', 'height': 320, 'width': 320}, {'url': 'https://i.scdn.co/image/ab6761610000f17849b6c0f5ee863543c10fbf63', 'height': 160, 'width': 160}];sarathy korwar;29;artist;spotify:artist:5GzH8EsRPqgNjNo3oBfRvk;[(np.int64(4), 'experimental jazz'), (np.int64(2), 'indian jazz')];{'experimental', 'jazz', 'indian'}
{'spotify': 'https://open.spotify.com/artist/3rvT6hIhacQRDl1STJ2rTT'};3146;[];https://api.spotify.com/v1/artists/3rvT6hIhacQRDl1STJ2rTT;3rvT6hIhacQRDl1STJ2rTT;[{'url': 'https://i.scdn.co/image/ab6761610000e5eba7c83c5f84fee286b10ac2d4', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616100005174a7c83c5f84fee286b10ac2d4', 'height': 320, 'width': 320}, {'url': 'https://i.scdn.co/image/ab6761610000f178a7c83c5f84fee286b10ac2d4', 'height': 160, 'width': 160}];casimir liberski;11;artist;spotify:artist:3rvT6hIhacQRDl1STJ2rTT;[];set()
{'spotify': 'https://open.spotify.com/artist/3uHCTHxtg3IVAvhyrYsZvI'};65269;['chaotic hardcore', 'cybergrind', 'mathcore', 'nintendocore', 'uk metalcore', 'uk post-hardcore'];https://api.spotify.com/v1/artists/3uHCTHxtg3IVAvhyrYsZvI;3uHCTHxtg3IVAvhyrYsZvI;[{'url': 'https://i.scdn.co/image/ab6761610000e5ebd4a0102c97b07f639febd77d', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616100005174d4a0102c97b07f639febd77d', 'height': 320, 'width': 320}, {'url': 'https://i.scdn.co/image/ab6761610000f178d4a0102c97b07f639febd77d', 'height': 160, 'width': 160}];rolo tomassi;36;artist;spotify:artist:3uHCTHxtg3IVAvhyrYsZvI;[(np.int64(4), 'mathcore'), (np.int64(3), 'cybergrind'), (np.int64(3), 'chaotic hardcore'), (np.int64(1), 'uk post-hardcore'), (np.int64(1), 'uk metalcore'), (np.int64(1), 'nintendocore')];{'mathcore', 'uk', 'chaotic', 'post-hardcore', 'nintendocore', 'cybergrind', 'metalcore', 'hardcore'}
{'spotify': 'https://open.spotify.com/artist/1PvIhDSob4VErWq8ssWdmA'};36;[];https://api.spotify.com/v1/artists/1PvIhDSob4VErWq8ssWdmA;1PvIhDSob4VErWq8ssWdmA;[{'url': 'https://i.scdn.co/image/ab6761610000e5eb378104801c3a6ab74a9c9cc7', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616100005174378104801c3a6ab74a9c9cc7', 'height': 320, 'width': 320}, {'url': 'https://i.scdn.co/image/ab6761610000f178378104801c3a6ab74a9c9cc7', 'height': 160, 'width': 160}];la psicosi di ottobre;6;artist;spotify:artist:1PvIhDSob4VErWq8ssWdmA;[];set()
{'spotify': 'https://open.spotify.com/artist/6yKttjzeTv9imIZbAJPSqB'};412;[];https://api.spotify.com/v1/artists/6yKttjzeTv9imIZbAJPSqB;6yKttjzeTv9imIZbAJPSqB;[{'url': 'https://i.scdn.co/image/ab6761610000e5ebdcef606167a219c025a45cd1', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616100005174dcef606167a219c025a45cd1', 'height': 320, 'width': 320}, {'url': 'https://i.scdn.co/image/ab6761610000f178dcef606167a219c025a45cd1', 'height': 160, 'width': 160}];villa psicosi;4;artist;spotify:artist:6yKttjzeTv9imIZbAJPSqB;[];set()
{'spotify': 'https://open.spotify.com/artist/5IikWY4p2vKlH5jZqwlK05'};235;[];https://api.spotify.com/v1/artists/5IikWY4p2vKlH5jZqwlK05;5IikWY4p2vKlH5jZqwlK05;[{'url': 'https://i.scdn.co/image/ab6761610000e5ebc499f1eb2f58ccaeae361909', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616100005174c499f1eb2f58ccaeae361909', 'height': 320, 'width': 320}, {'url': 'https://i.scdn.co/image/ab6761610000f178c499f1eb2f58ccaeae361909', 'height': 160, 'width': 160}];precipice;8;artist;spotify:artist:5IikWY4p2vKlH5jZqwlK05;[];set()
{'spotify': 'https://open.spotify.com/artist/5YkOoDfxepfrbbyuimbo8c'};19432;['polish jazz', 'polish modern jazz'];https://api.spotify.com/v1/artists/5YkOoDfxepfrbbyuimbo8c;5YkOoDfxepfrbbyuimbo8c;[{'url': 'https://i.scdn.co/image/ab6761610000e5eb67c35d8ce7b74d5efebb7620', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab6761610000517467c35d8ce7b74d5efebb7620', 'height': 320, 'width': 320}, {'url': 'https://i.scdn.co/image/ab6761610000f17867c35d8ce7b74d5efebb7620', 'height': 160, 'width': 160}];eabs;26;artist;spotify:artist:5YkOoDfxepfrbbyuimbo8c;[(np.int64(1), 'polish modern jazz'), (np.int64(1), 'polish jazz')];{'polish', 'modern', 'jazz'}
{'spotify': 'https://open.spotify.com/artist/5sTK6YZhFjR9eGDYtlYBCq'};34;[];https://api.spotify.com/v1/artists/5sTK6YZhFjR9eGDYtlYBCq;5sTK6YZhFjR9eGDYtlYBCq;[{'url': 'https://i.scdn.co/image/ab6761610000e5ebd2127a7138e887b19fae7efd', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616100005174d2127a7138e887b19fae7efd', 'height': 320, 'width': 320}, {'url': 'https://i.scdn.co/image/ab6761610000f178d2127a7138e887b19fae7efd', 'height': 160, 'width': 160}];bipolar order;0;artist;spotify:artist:5sTK6YZhFjR9eGDYtlYBCq;[];set()
