@context;@type;name;startDate;endDate;url;location;performer;description;image;eventAttendanceMode;eventStatus;offers;organizer
http://schema.org;MusicEvent;Alice in Chains @ Historic Crew Stadium;2025-05-11T00:00:00;2025-05-11;https://www.bandsintown.com/e/105971661-alice-in-chains-at-historic-crew-stadium?came_from=209;{'@type': 'Place', 'name': 'Historic Crew Stadium', 'address': {'@type': 'PostalAddress', 'addressCountry': 'United States', 'addressRegion': 'OH', 'addressLocality': 'Columbus', 'streetAddress': '1 Black and Gold Blvd', 'postalCode': '43211'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 40.0095288, 'longitude': -82.99116219999999}};{'@type': 'PerformingGroup', 'name': 'Alice in Chains'};Sonic Temple Art & Music Festival 2025;https://photos.bandsintown.com/thumb/12226561.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/105971661-alice-in-chains-at-historic-crew-stadium?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2000-01-01T00:00:00Z'};{'@type': 'Organization', 'name': 'Alice in Chains', 'url': 'https://www.bandsintown.com/a/908-alice-in-chains?came_from=209'}
http://schema.org;MusicEvent;Flume @ Finns Beach Club;2024-12-31T19:00:00;2024-12-31;https://www.bandsintown.com/e/105901313-flume-at-finns-beach-club?came_from=209;{'@type': 'Place', 'name': 'Finns Beach Club', 'address': {'@type': 'PostalAddress', 'addressCountry': 'Indonesia', 'addressRegion': '', 'addressLocality': 'Kabupaten Badung', 'streetAddress': 'Jl. Pantai Berawa', 'postalCode': '80361'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': -8.6668925, 'longitude': 115.1396541}};{'@type': 'PerformingGroup', 'name': 'Flume'};FINNS NYE 2024;https://photos.bandsintown.com/thumb/18052217.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/105901313-flume-at-finns-beach-club?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2024-08-30T17:57:21Z'};{'@type': 'Organization', 'name': 'Flume', 'url': 'https://www.bandsintown.com/a/1206048-flume?came_from=209'}
http://schema.org;MusicEvent;Gojira @ Fiddler's Green Amphitheatre;2024-10-16T19:00:00;2024-10-16;https://www.bandsintown.com/e/105909359-gojira-at-fiddler's-green-amphitheatre?came_from=209;"{'@type': 'Place', 'name': ""Fiddler's Green Amphitheatre"", 'address': {'@type': 'PostalAddress', 'addressCountry': 'United States', 'addressRegion': 'CO', 'addressLocality': 'Greenwood Village', 'streetAddress': '6350 Greenwood Plaza Blvd', 'postalCode': '80111'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 39.6020506, 'longitude': -104.8932058}}";{'@type': 'PerformingGroup', 'name': 'Gojira'};KORN North America Tour (Support);https://photos.bandsintown.com/thumb/8085609.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;"{'@type': 'Offer', 'url': ""https://www.bandsintown.com/e/105909359-gojira-at-fiddler's-green-amphitheatre?came_from=209"", 'availability': 'https://schema.org/InStock', 'validFrom': '2024-09-03T12:16:06Z'}";{'@type': 'Organization', 'name': 'Gojira', 'url': 'https://www.bandsintown.com/a/2761-gojira?came_from=209'}
http://schema.org;MusicEvent;Gojira @ T-Mobile Center;2024-10-18T19:00:00;2024-10-18;https://www.bandsintown.com/e/105339528-gojira-at-t-mobile-center?came_from=209;{'@type': 'Place', 'name': 'T-Mobile Center', 'address': {'@type': 'PostalAddress', 'addressCountry': 'United States', 'addressRegion': 'MO', 'addressLocality': 'Kansas City', 'streetAddress': '1407 Grand Blvd', 'postalCode': '64106'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 39.0974667, 'longitude': -94.5801529}};{'@type': 'PerformingGroup', 'name': 'Gojira'};KORN North America Tour (Support);https://photos.bandsintown.com/thumb/8085609.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/105339528-gojira-at-t-mobile-center?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2024-03-26T14:02:10Z'};{'@type': 'Organization', 'name': 'Gojira', 'url': 'https://www.bandsintown.com/a/2761-gojira?came_from=209'}
http://schema.org;MusicEvent;Gojira @ The Cynthia Woods Mitchell Pavilion;2024-10-20T19:00:00;2024-10-20;https://www.bandsintown.com/e/105339534-gojira-at-the-cynthia-woods-mitchell-pavilion?came_from=209;{'@type': 'Place', 'name': 'The Cynthia Woods Mitchell Pavilion', 'address': {'@type': 'PostalAddress', 'addressCountry': 'United States', 'addressRegion': 'TX', 'addressLocality': 'The Woodlands', 'streetAddress': '2005 Lake Robbins Dr', 'postalCode': '77380'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 30.162475, 'longitude': -95.462701}};{'@type': 'PerformingGroup', 'name': 'Gojira'};KORN North America Tour (Support);https://photos.bandsintown.com/thumb/8085609.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/105339534-gojira-at-the-cynthia-woods-mitchell-pavilion?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2024-03-26T14:02:10Z'};{'@type': 'Organization', 'name': 'Gojira', 'url': 'https://www.bandsintown.com/a/2761-gojira?came_from=209'}
http://schema.org;MusicEvent;Gojira @ Frost Bank Center;2024-10-21T19:00:00;2024-10-21;https://www.bandsintown.com/e/105339539-gojira-at-frost-bank-center?came_from=209;{'@type': 'Place', 'name': 'Frost Bank Center', 'address': {'@type': 'PostalAddress', 'addressCountry': 'United States', 'addressRegion': 'TX', 'addressLocality': 'San Antonio', 'streetAddress': '1 Frost Bank Center Dr', 'postalCode': '78219'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 29.4270201, 'longitude': -98.43746519999999}};{'@type': 'PerformingGroup', 'name': 'Gojira'};KORN North America Tour (Support);https://photos.bandsintown.com/thumb/8085609.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/105339539-gojira-at-frost-bank-center?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2024-03-26T14:02:11Z'};{'@type': 'Organization', 'name': 'Gojira', 'url': 'https://www.bandsintown.com/a/2761-gojira?came_from=209'}
http://schema.org;MusicEvent;Gojira @ BOK Center;2024-10-23T19:00:00;2024-10-23;https://www.bandsintown.com/e/105339544-gojira-at-bok-center?came_from=209;{'@type': 'Place', 'name': 'BOK Center', 'address': {'@type': 'PostalAddress', 'addressCountry': 'United States', 'addressRegion': 'OK', 'addressLocality': 'Tulsa', 'streetAddress': '200 S Denver Ave', 'postalCode': '74103'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 36.1527447, 'longitude': -95.9963597}};{'@type': 'PerformingGroup', 'name': 'Gojira'};KORN North America Tour (Support);https://photos.bandsintown.com/thumb/8085609.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/105339544-gojira-at-bok-center?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2024-03-26T14:02:11Z'};{'@type': 'Organization', 'name': 'Gojira', 'url': 'https://www.bandsintown.com/a/2761-gojira?came_from=209'}
http://schema.org;MusicEvent;Gojira @ CHI Health Center Omaha;2024-10-25T19:00:00;2024-10-25;https://www.bandsintown.com/e/105339550-gojira-at-chi-health-center-omaha?came_from=209;{'@type': 'Place', 'name': 'CHI Health Center Omaha', 'address': {'@type': 'PostalAddress', 'addressCountry': 'United States', 'addressRegion': 'NE', 'addressLocality': 'Omaha', 'streetAddress': '455 N 10th St', 'postalCode': '68102'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 41.2626419, 'longitude': -95.928215}};{'@type': 'PerformingGroup', 'name': 'Gojira'};KORN North America Tour (Support);https://photos.bandsintown.com/thumb/8085609.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/105339550-gojira-at-chi-health-center-omaha?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2024-03-26T14:02:11Z'};{'@type': 'Organization', 'name': 'Gojira', 'url': 'https://www.bandsintown.com/a/2761-gojira?came_from=209'}
http://schema.org;MusicEvent;Gojira @ Xcel Energy Center;2024-10-27T19:00:00;2024-10-27;https://www.bandsintown.com/e/105339554-gojira-at-xcel-energy-center?came_from=209;{'@type': 'Place', 'name': 'Xcel Energy Center', 'address': {'@type': 'PostalAddress', 'addressCountry': 'United States', 'addressRegion': 'MN', 'addressLocality': 'Saint Paul', 'streetAddress': '199 Kellogg Blvd', 'postalCode': '55102'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 44.944596, 'longitude': -93.100167}};{'@type': 'PerformingGroup', 'name': 'Gojira'};KORN North America Tour (Support);https://photos.bandsintown.com/thumb/8085609.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/105339554-gojira-at-xcel-energy-center?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2024-03-26T14:02:11Z'};{'@type': 'Organization', 'name': 'Gojira', 'url': 'https://www.bandsintown.com/a/2761-gojira?came_from=209'}
http://schema.org;MusicEvent;Gojira @ Las Vegas Festival Grounds;2025-04-12T19:00:00;2025-04-12;https://www.bandsintown.com/e/106051104-gojira-at-las-vegas-festival-grounds?came_from=209;{'@type': 'Place', 'name': 'Las Vegas Festival Grounds', 'address': {'@type': 'PostalAddress', 'addressCountry': 'United States', 'addressRegion': 'NV', 'addressLocality': 'Las Vegas', 'streetAddress': '311 W Sahara Ave', 'postalCode': '89101'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 36.1431237, 'longitude': -115.1621698}};{'@type': 'PerformingGroup', 'name': 'Gojira'};Sick New World 2025;https://photos.bandsintown.com/thumb/8085609.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/106051104-gojira-at-las-vegas-festival-grounds?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2024-10-15T22:23:40Z'};{'@type': 'Organization', 'name': 'Gojira', 'url': 'https://www.bandsintown.com/a/2761-gojira?came_from=209'}
http://schema.org;MusicEvent;Gojira @ Festival de Carcassonne;2025-07-29T15:00:00;2025-07-29;https://www.bandsintown.com/e/105975539-gojira-at-festival-de-carcassonne?came_from=209;{'@type': 'Place', 'name': 'Festival de Carcassonne', 'address': {'@type': 'PostalAddress', 'addressCountry': 'France', 'addressRegion': '', 'addressLocality': 'Carcassonne', 'streetAddress': '', 'postalCode': ''}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 43.21351, 'longitude': 2.35162}};{'@type': 'PerformingGroup', 'name': 'Gojira'};Festival de Carcassonne 2024;https://photos.bandsintown.com/thumb/8085609.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/105975539-gojira-at-festival-de-carcassonne?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2024-09-23T11:40:24Z'};{'@type': 'Organization', 'name': 'Gojira', 'url': 'https://www.bandsintown.com/a/2761-gojira?came_from=209'}
http://schema.org;MusicEvent;Gojira @ Rockstadt Extreme Fest;2025-07-30T19:00:00;2025-07-30;https://www.bandsintown.com/e/105862720-gojira-at-rockstadt-extreme-fest?came_from=209;{'@type': 'Place', 'name': 'Rockstadt Extreme Fest', 'address': {'@type': 'PostalAddress', 'addressCountry': 'Romania', 'addressRegion': '', 'addressLocality': 'Braşov', 'streetAddress': '', 'postalCode': ''}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 45.64861, 'longitude': 25.60613}};{'@type': 'PerformingGroup', 'name': 'Gojira'};Rockstadt Extreme Fest 2025;https://photos.bandsintown.com/thumb/8085609.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/105862720-gojira-at-rockstadt-extreme-fest?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2024-08-19T16:32:23Z'};{'@type': 'Organization', 'name': 'Gojira', 'url': 'https://www.bandsintown.com/a/2761-gojira?came_from=209'}
http://schema.org;MusicEvent;Gojira @ Wacken Open Air;2025-07-30T19:00:00;2025-07-30;https://www.bandsintown.com/e/105819877-gojira-at-wacken-open-air?came_from=209;{'@type': 'Place', 'name': 'Wacken Open Air', 'address': {'@type': 'PostalAddress', 'addressCountry': 'Germany', 'addressRegion': '', 'addressLocality': 'Wacken', 'streetAddress': 'Norderstraße', 'postalCode': '25596'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 54.02078, 'longitude': 9.37597}};{'@type': 'PerformingGroup', 'name': 'Gojira'};Wacken Open Air 2025;https://photos.bandsintown.com/thumb/8085609.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/105819877-gojira-at-wacken-open-air?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2024-08-05T18:41:44Z'};{'@type': 'Organization', 'name': 'Gojira', 'url': 'https://www.bandsintown.com/a/2761-gojira?came_from=209'}
http://schema.org;MusicEvent;Gojira @ Fortress Josefov - Underground Passages;2025-08-06T19:00:00;2025-08-06;https://www.bandsintown.com/e/105862785-gojira-at-fortress-josefov-underground-passages?came_from=209;{'@type': 'Place', 'name': 'Fortress Josefov - Underground Passages', 'address': {'@type': 'PostalAddress', 'addressCountry': 'Czech Republic', 'addressRegion': '', 'addressLocality': 'Jaroměř', 'streetAddress': 'Okružní 34', 'postalCode': '551 02'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 50.3384288, 'longitude': 15.924991399999954}};{'@type': 'PerformingGroup', 'name': 'Gojira'};Brutal Assault 2025;https://photos.bandsintown.com/thumb/8085609.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/105862785-gojira-at-fortress-josefov-underground-passages?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2024-08-19T16:48:33Z'};{'@type': 'Organization', 'name': 'Gojira', 'url': 'https://www.bandsintown.com/a/2761-gojira?came_from=209'}
http://schema.org;MusicEvent;Gojira @ Catton Hall & Park;2025-08-07T19:00:00;2025-08-07;https://www.bandsintown.com/e/105862793-gojira-at-catton-hall-and-park?came_from=209;{'@type': 'Place', 'name': 'Catton Hall & Park', 'address': {'@type': 'PostalAddress', 'addressCountry': 'United Kingdom', 'addressRegion': '', 'addressLocality': 'Walton On Trent', 'streetAddress': 'Catton Hall, Catton Park', 'postalCode': 'DE12 8LN'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 52.735304, 'longitude': -1.6956709999999475}};{'@type': 'PerformingGroup', 'name': 'Gojira'};Bloodstock Open Air 2025;https://photos.bandsintown.com/thumb/8085609.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/105862793-gojira-at-catton-hall-and-park?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2024-08-19T16:49:35Z'};{'@type': 'Organization', 'name': 'Gojira', 'url': 'https://www.bandsintown.com/a/2761-gojira?came_from=209'}
http://schema.org;MusicEvent;Gojira @ Summer Breeze Open Air;2025-08-13T19:00:00;2025-08-13;https://www.bandsintown.com/e/105862803-gojira-at-summer-breeze-open-air?came_from=209;{'@type': 'Place', 'name': 'Summer Breeze Open Air', 'address': {'@type': 'PostalAddress', 'addressCountry': 'Germany', 'addressRegion': '', 'addressLocality': 'Dinkelsbühl', 'streetAddress': 'Flugplatzstra', 'postalCode': '91550'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 49.06942, 'longitude': 10.31985}};{'@type': 'PerformingGroup', 'name': 'Gojira'};Summer Breeze Open Air 2025;https://photos.bandsintown.com/thumb/8085609.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/105862803-gojira-at-summer-breeze-open-air?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2024-08-19T16:50:49Z'};{'@type': 'Organization', 'name': 'Gojira', 'url': 'https://www.bandsintown.com/a/2761-gojira?came_from=209'}
http://schema.org;MusicEvent;Gojira @ Reload Festival;2025-08-14T19:00:00;2025-08-14;https://www.bandsintown.com/e/105862825-gojira-at-reload-festival?came_from=209;{'@type': 'Place', 'name': 'Reload Festival', 'address': {'@type': 'PostalAddress', 'addressCountry': 'Germany', 'addressRegion': '', 'addressLocality': 'Sulingen', 'streetAddress': 'Rudolf Diesel Str. 5', 'postalCode': '27232'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 52.67130520000001, 'longitude': 8.814739399999999}};{'@type': 'PerformingGroup', 'name': 'Gojira'};Reload Festival 2025;https://photos.bandsintown.com/thumb/8085609.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/105862825-gojira-at-reload-festival?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2024-08-19T16:54:50Z'};{'@type': 'Organization', 'name': 'Gojira', 'url': 'https://www.bandsintown.com/a/2761-gojira?came_from=209'}
http://schema.org;MusicEvent;Gojira @ ReimsArena;2025-11-27T19:00:00;2025-11-27;https://www.bandsintown.com/e/105975077-gojira-at-reimsarena?came_from=209;{'@type': 'Place', 'name': 'ReimsArena', 'address': {'@type': 'PostalAddress', 'addressCountry': 'France', 'addressRegion': '', 'addressLocality': 'Reims', 'streetAddress': '51100 Reims', 'postalCode': '51100'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 49.2641861, 'longitude': 4.0317953}};{'@type': 'PerformingGroup', 'name': 'Gojira'};Gojira;https://photos.bandsintown.com/thumb/18295522.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/105975077-gojira-at-reimsarena?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2024-09-23T10:00:44Z'};{'@type': 'Organization', 'name': 'Gojira', 'url': 'https://www.bandsintown.com/a/2761-gojira?came_from=209'}
http://schema.org;MusicEvent;Gojira @ Zénith de Lille;2025-11-28T19:00:00;2025-11-28;https://www.bandsintown.com/e/105975081-gojira-at-zenith-de-lille?came_from=209;{'@type': 'Place', 'name': 'Zénith de Lille', 'address': {'@type': 'PostalAddress', 'addressCountry': 'France', 'addressRegion': '', 'addressLocality': 'Lille', 'streetAddress': '1 Boulevard des Cités Unies', 'postalCode': '59777'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 50.6314472, 'longitude': 3.0786093}};{'@type': 'PerformingGroup', 'name': 'Gojira'};Gojira;https://photos.bandsintown.com/thumb/18295530.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/105975081-gojira-at-zenith-de-lille?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2024-09-23T10:00:44Z'};{'@type': 'Organization', 'name': 'Gojira', 'url': 'https://www.bandsintown.com/a/2761-gojira?came_from=209'}
http://schema.org;MusicEvent;Gojira @ Bercy Accor Arena;2025-11-30T19:00:00;2025-11-30;https://www.bandsintown.com/e/105975084-gojira-at-bercy-accor-arena?came_from=209;{'@type': 'Place', 'name': 'Bercy Accor Arena', 'address': {'@type': 'PostalAddress', 'addressCountry': 'France', 'addressRegion': '', 'addressLocality': 'Paris', 'streetAddress': '8 Boulevard de Bercy', 'postalCode': '75012'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 48.85341, 'longitude': 2.3488}};{'@type': 'PerformingGroup', 'name': 'Gojira'};Gojira;https://photos.bandsintown.com/thumb/18295542.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/105975084-gojira-at-bercy-accor-arena?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2024-09-23T10:00:44Z'};{'@type': 'Organization', 'name': 'Gojira', 'url': 'https://www.bandsintown.com/a/2761-gojira?came_from=209'}
http://schema.org;MusicEvent;Gojira @ Zénith de Rouen;2025-12-01T19:00:00;2025-12-01;https://www.bandsintown.com/e/105975085-gojira-at-zenith-de-rouen?came_from=209;{'@type': 'Place', 'name': 'Zénith de Rouen', 'address': {'@type': 'PostalAddress', 'addressCountry': 'France', 'addressRegion': '', 'addressLocality': 'Rouen', 'streetAddress': '44 Avenue des Canadiens', 'postalCode': '76120'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 49.44313, 'longitude': 1.09932}};{'@type': 'PerformingGroup', 'name': 'Gojira'};Gojira;https://photos.bandsintown.com/thumb/18295548.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/105975085-gojira-at-zenith-de-rouen?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2024-09-23T11:40:40Z'};{'@type': 'Organization', 'name': 'Gojira', 'url': 'https://www.bandsintown.com/a/2761-gojira?came_from=209'}
http://schema.org;MusicEvent;Gojira @ Zenith Nantes Metropole;2025-12-02T19:00:00;2025-12-02;https://www.bandsintown.com/e/105975088-gojira-at-zenith-nantes-metropole?came_from=209;{'@type': 'Place', 'name': 'Zenith Nantes Metropole', 'address': {'@type': 'PostalAddress', 'addressCountry': 'France', 'addressRegion': '', 'addressLocality': 'Saint-herblain', 'streetAddress': 'Blvd du Zenith', 'postalCode': '44821'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 47.228098, 'longitude': -1.624281}};{'@type': 'PerformingGroup', 'name': 'Gojira'};Gojira;https://photos.bandsintown.com/thumb/18295563.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/105975088-gojira-at-zenith-nantes-metropole?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2024-09-23T10:00:44Z'};{'@type': 'Organization', 'name': 'Gojira', 'url': 'https://www.bandsintown.com/a/2761-gojira?came_from=209'}
http://schema.org;MusicEvent;Gojira @ Zénith de Toulouse;2025-12-04T19:00:00;2025-12-04;https://www.bandsintown.com/e/105975090-gojira-at-zenith-de-toulouse?came_from=209;{'@type': 'Place', 'name': 'Zénith de Toulouse', 'address': {'@type': 'PostalAddress', 'addressCountry': 'France', 'addressRegion': '', 'addressLocality': 'Toulouse', 'streetAddress': '11 Avenue Raymond Badiou', 'postalCode': '31300'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 43.599234, 'longitude': 1.409866}};{'@type': 'PerformingGroup', 'name': 'Gojira'};Gojira;https://photos.bandsintown.com/thumb/18295575.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/105975090-gojira-at-zenith-de-toulouse?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2024-09-23T10:00:44Z'};{'@type': 'Organization', 'name': 'Gojira', 'url': 'https://www.bandsintown.com/a/2761-gojira?came_from=209'}
http://schema.org;MusicEvent;Gojira @ Zénith de Clermont-Ferrand;2025-12-05T19:00:00;2025-12-05;https://www.bandsintown.com/e/105975091-gojira-at-zenith-de-clermont-ferrand?came_from=209;{'@type': 'Place', 'name': 'Zénith de Clermont-Ferrand', 'address': {'@type': 'PostalAddress', 'addressCountry': 'France', 'addressRegion': '', 'addressLocality': 'Clermont-ferrand', 'streetAddress': '', 'postalCode': ''}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 45.77969, 'longitude': 3.08682}};{'@type': 'PerformingGroup', 'name': 'Gojira'};Gojira;https://photos.bandsintown.com/thumb/18295595.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/105975091-gojira-at-zenith-de-clermont-ferrand?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2024-09-23T11:40:46Z'};{'@type': 'Organization', 'name': 'Gojira', 'url': 'https://www.bandsintown.com/a/2761-gojira?came_from=209'}
http://schema.org;MusicEvent;Gojira @ Dome marseille;2025-12-06T19:00:00;2025-12-06;https://www.bandsintown.com/e/105975096-gojira-at-dome-marseille?came_from=209;{'@type': 'Place', 'name': 'Dome marseille', 'address': {'@type': 'PostalAddress', 'addressCountry': 'France', 'addressRegion': '', 'addressLocality': 'Marseille', 'streetAddress': 'Saint-Just', 'postalCode': '13013'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 43.3163472, 'longitude': 5.4070849}};{'@type': 'PerformingGroup', 'name': 'Gojira'};Gojira;https://photos.bandsintown.com/thumb/18295599.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/105975096-gojira-at-dome-marseille?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2024-09-23T10:00:44Z'};{'@type': 'Organization', 'name': 'Gojira', 'url': 'https://www.bandsintown.com/a/2761-gojira?came_from=209'}
http://schema.org;MusicEvent;Gojira @ Palais Nikaïa;2025-12-08T19:00:00;2025-12-08;https://www.bandsintown.com/e/105975100-gojira-at-palais-nikaia?came_from=209;{'@type': 'Place', 'name': 'Palais Nikaïa', 'address': {'@type': 'PostalAddress', 'addressCountry': 'France', 'addressRegion': '', 'addressLocality': 'Nice', 'streetAddress': '163 boulevard du Mercantour', 'postalCode': '06200'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 43.6785088, 'longitude': 7.1990566}};{'@type': 'PerformingGroup', 'name': 'Gojira'};Gojira;https://photos.bandsintown.com/thumb/18295607.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/105975100-gojira-at-palais-nikaia?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2024-09-23T10:00:44Z'};{'@type': 'Organization', 'name': 'Gojira', 'url': 'https://www.bandsintown.com/a/2761-gojira?came_from=209'}
http://schema.org;MusicEvent;Gojira @ Arkéa Arena;2025-12-09T19:00:00;2025-12-09;https://www.bandsintown.com/e/105975104-gojira-at-arkea-arena?came_from=209;{'@type': 'Place', 'name': 'Arkéa Arena', 'address': {'@type': 'PostalAddress', 'addressCountry': 'France', 'addressRegion': '', 'addressLocality': 'Bordeaux', 'streetAddress': '48-50 Av. Jean Alfonséa', 'postalCode': '33270'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 44.84044, 'longitude': -0.5805}};{'@type': 'PerformingGroup', 'name': 'Gojira'};Gojira;https://photos.bandsintown.com/thumb/18295625.jpeg;http://schema.org/OfflineEventAttendanceMode;http://schema.org/EventScheduled;{'@type': 'Offer', 'url': 'https://www.bandsintown.com/e/105975104-gojira-at-arkea-arena?came_from=209', 'availability': 'https://schema.org/InStock', 'validFrom': '2024-09-23T10:00:44Z'};{'@type': 'Organization', 'name': 'Gojira', 'url': 'https://www.bandsintown.com/a/2761-gojira?came_from=209'}
