id;name;genres;followers;popularity;specific_genre
00Uv0804nrBM2RxUBTkyHj;wobbler;['c64', 'italian progressive rock', 'neo-progressive', 'norwegian prog', 'progressive rock'];18638;18;{'rock', 'prog', 'c64', 'italian', 'neo-progressive', 'progressive', 'norwegian'}
02fDf7HEPtBZLtPzCyxSR2;lanark artefax;['deconstructed club', 'fluxwork', 'mandible', 'scottish electronic', 'uk experimental electronic'];17498;21;{'scottish', 'experimental', 'mandible', 'fluxwork', 'electronic', 'uk', 'club', 'deconstructed'}
058thnz6odaxoAN4n3cMBN;verdena;['bergamo indie', 'italian alternative'];146572;43;{'bergamo', 'italian', 'alternative', 'indie'}
05MlomiA9La0OiNIAGqECk;delta sleep;['brighton indie', 'british math rock', 'math pop', 'math rock'];94145;48;{'rock', 'pop', 'british', 'indie', 'brighton', 'math'}
05tfXy5v0DpYvuy4Sot4Nu;whourkr;['breakcore', 'cybergrind'];10584;14;{'cybergrind', 'breakcore'}
07UJz804RJxqNvxFXC3h9H;sam gellaitry;['future bass', 'scottish electronic', 'vapor twitch'];148604;54;{'scottish', 'vapor', 'bass', 'future', 'electronic', 'twitch'}
08hpJXZImSYgSb8kEbyXAA;reflux;[];2239;4;set()
0AZ3VR0YbFcS0Kgei7L2QF;russian circles;['american post-rock', 'instrumental post-rock', 'instrumental rock', 'post-metal', 'post-rock', 'sludge metal'];258467;46;{'rock', 'metal', 'instrumental', 'post-rock', 'american', 'post-metal', 'sludge'}
0AhnRzNnHI2Yhx9d00H5Cp;rendezvous point;['djent', 'progressive metal', 'sci-fi metal'];17920;28;{'djent', 'progressive', 'sci-fi', 'metal'}
0CfjW2VuMdrhWodHtG7DWi;envy;['japanese emo', 'japanese post-hardcore', 'japanese post-rock', 'japanese screamo', 'post-rock'];50990;35;{'japanese', 'screamo', 'post-rock', 'emo', 'post-hardcore'}
0D3h8NZqNp7BN97JwtV6eW;tigran hamasyan;['armenian folk', 'contemporary jazz', 'jazz piano', 'modern jazz piano'];169851;45;{'piano', 'modern', 'contemporary', 'armenian', 'folk', 'jazz'}
0EDuC6lJh1F3Z9I7h62nFe;andrea cotroneo;[];224;2;set()
0FRKTwQSToXpCxYMhyUzYY;have a nice life;['blackgaze', 'doomgaze', 'dream pop', 'nu gaze'];418175;55;{'gaze', 'blackgaze', 'doomgaze', 'pop', 'nu', 'dream'}
0GDGKpJFhVpcjIGF8N6Ewt;gojira;['alternative metal', 'french death metal', 'french metal', 'groove metal', 'metal', 'nu metal', 'progressive groove metal'];1533806;67;{'metal', 'death', 'nu', 'progressive', 'french', 'groove', 'alternative'}
0H9VJTe5YIHfLKqor9C5Ln;mark applebaum;['tzadik'];859;1;{'tzadik'}
0HJQZHbKgYyWCDc8uVko6S;rosetta;['atmospheric post-metal', 'drone metal', 'philly indie', 'post-metal', 'sci-fi metal', 'sludge metal'];37764;24;{'metal', 'drone', 'sci-fi', 'post-metal', 'philly', 'atmospheric', 'indie', 'sludge'}
0Ivm3PYwfVFeq2trxYqLi2;*shels;['atmospheric post-metal', 'instrumental post-rock', 'post-metal', 'post-rock'];24641;24;{'post-metal', 'post-rock', 'instrumental', 'atmospheric'}
0LGX3mkYo7ckQz4JyZrifu;jardín de la croix;['spanish indie rock', 'spanish metal', 'spanish post-rock', 'spanish progressive rock'];7449;9;{'rock', 'metal', 'post-rock', 'progressive', 'indie', 'spanish'}
0MG4LXIw7n4x0wjDc6WYXk;this will destroy you;['ambient post-rock', 'american post-rock', 'doomgaze', 'drone metal', 'instrumental post-rock', 'post-rock'];247240;44;{'metal', 'american', 'post-rock', 'drone', 'doomgaze', 'instrumental', 'ambient'}
0QBQgTnTS6JORFHr7k0KRJ;gomma;['italian alternative', 'italian emo', 'italian indie pop'];22498;27;{'italian', 'pop', 'indie', 'emo', 'alternative'}
0WPY9nnBy01s5QOt4o4oQX;ride;['alternative rock', 'britpop', 'dream pop', 'oxford indie', 'shoegaze'];239950;46;{'rock', 'pop', 'shoegaze', 'oxford', 'britpop', 'indie', 'dream', 'alternative'}
0YHxyyD4PHmFZipMtvH5K5;mark hartsuch;[];337;7;set()
0YbvZPP1HufDyWIsR0ei6K;skyharbor;['djent', 'indian metal'];62687;30;{'indian', 'djent', 'metal'}
0Z5FMozvx15nUSUA6a9kkU;the comet is coming;['british jazz', 'chamber psych'];173605;37;{'british', 'chamber', 'psych', 'jazz'}
0c0xIXQhCbmtvzM93liaSf;blut aus nord;['atmospheric black metal', 'avant-garde black metal', 'black metal', 'blackgaze', 'cosmic black metal', 'drone metal', 'french black metal', 'french metal', 'post-metal', 'voidgaze'];75886;32;{'metal', 'avant-garde', 'blackgaze', 'cosmic', 'drone', 'post-metal', 'french', 'atmospheric', 'black', 'voidgaze'}
0d5ZwMtCer8dQdOPAgWhe7;alcest;['atmospheric black metal', 'blackgaze', 'emotional black metal', 'french black metal', 'french metal', 'french shoegaze', 'post-black metal', 'post-metal', 'shoegaze'];296759;48;{'metal', 'blackgaze', 'shoegaze', 'post-metal', 'emotional', 'french', 'atmospheric', 'post-black', 'black'}
0dPLWmQMIFZaCs8GCIZ1Zr;casa del mirto;['chillwave'];10703;18;{'chillwave'}
